evt_block_time,evt_block_number,liquidity_provider,liquidityProvider,e_asset,lp_token,deposit_size_base,deposit_size_base_usd,deposit_size_e_asset,lp_tokens_acquired,tx_fee_eth,tx_fee_usd,evt_tx_hash,nonce,index,tx_index
2021-07-12T19:56:28+00:00,1.2814467e+07,\x422494292e7a9dda8778bb4ea05c2779a3d60f5d,\x422494292e7a9dda8778bb4ea05c2779a3d60f5d,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,0.09,195.5161141138542,0,0.09,0.004163566,8.4081133587,\xb9f9c8832c287294c44164d13f957d5e44792631325800fd253401e7ead1bd79,108,218,119
2021-07-13T21:22:15+00:00,1.2821164e+07,\x3581809251098424a2ca83b7f45bfeff285896b1,\x3581809251098424a2ca83b7f45bfeff285896b1,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,5.696351593392173,11599.911787834648,5.699329656121703,11.362418921256593,0.005049065,9.798922408100001,\x11ee7a2d4eb5879002794d42f65fdd41fefc6ea303596358e6d0c2b308fc694c,10,99,97
2021-07-13T21:08:57+00:00,1.2821121e+07,\xb0d6ae7784a9f20c1e34218998f0fc5c24972441,\xb0d6ae7784a9f20c1e34218998f0fc5c24972441,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,0.9604527095425736,1955.842529103101,0.9609548359248502,1.9157992376274617,0.003503698,6.8385177564,\xa44a9f1c780ce2112e2ac5ff284d2fc6214759fd01a2bc0fc8ce6cddc2b5ce1a,67,350,144
2021-07-13T08:23:05+00:00,1.2817694e+07,\x6b3172128f2040e053f187cbf906282f3474caac,\x6b3172128f2040e053f187cbf906282f3474caac,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,0.09809674126934752,199.7618171459889,0.1,0.19751902495552512,0.004116308,8.34758448244,\xadf462b95f443a2a0e57097d3a776ba29ce5208b059d9bc51364b1a91fe5ad7e,84,122,101
2021-07-13T16:20:00+00:00,1.2819848e+07,\x0dc6794f2ec9dc2e9b23ab2b1aed26d48beb78b9,\x0dc6794f2ec9dc2e9b23ab2b1aed26d48beb78b9,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,5.696351593392173,11599.911787834648,5.699329656121703,11.362418921256593,0.00502479,10.0248077853,\x546cf17660923e81ea507904704f5371972897411976dedf38829acef7ecdbf0,12,112,129
2021-07-13T16:24:41+00:00,1.2819861e+07,\x96c4f211ed90df0302dab3c8d2733d5909457a14,\x96c4f211ed90df0302dab3c8d2733d5909457a14,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,34,69236.77275185799,34.01777526038271,67.81924131418818,0.01433331,28.607136763499998,\x311fe7c533e5a8bdf15fdd1d93f9ad303c662f33cfac487e832afad8397c769d,3,48,9
2021-07-13T16:26:29+00:00,1.2819867e+07,\x96c4f211ed90df0302dab3c8d2733d5909457a14,\x96c4f211ed90df0302dab3c8d2733d5909457a14,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,1.976957431950566,4025.8280134134734,1.9779909888069915,3.943404504274506,0.00381477,7.6312184988,\x5d6405f0383c0d367f485a4760a2c643e541cfcfd1e8fa79060bf6a267cf1fc2,5,68,48
2021-07-13T16:59:29+00:00,1.2820004e+07,\x297946c26171008ba8c0e5642814b5fe6b842ab7,\x297946c26171008ba8c0e5642814b5fe6b842ab7,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,119.92319143983522,244208.66921757153,119.98588749729903,239.20881939487563,0.004761339,9.49691915601,\x07992b26957b74e7bbee1ac4a25c290b89258071c583618676d4a66e45409c44,3638,44,25
2021-07-13T17:18:47+00:00,1.2820085e+07,\x7681c36da544f25aa37b14d799628530cb071322,\x7681c36da544f25aa37b14d799628530cb071322,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,34.39856533673389,70048.40150615833,34.41654896778249,68.61425304217131,0.006493815,12.9503555019,\x5b1339115ec62245067a56dff2b4271dac474110db388529d782238576f45b86,70,70,25
2021-07-14T09:59:12+00:00,1.2824474e+07,\x2ef32af55bd079068f21627a84c23ff32547b763,\x2ef32af55bd079068f21627a84c23ff32547b763,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,0.49073746152565695,973.5126855540966,0.4886078281364786,0.9764982454590356,0.00496995000165665,9.636733053212245,\xba1e53666840a9195af811a804a1654f98b1155a7f8c3f9686fbfa171a7eedbd,458,175,95
2021-07-14T16:47:58+00:00,1.2826304e+07,\x3fd1ddf28f604cfe5fefa3adc38e38be2f7208d6,\x3fd1ddf28f604cfe5fefa3adc38e38be2f7208d6,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,49.20304088934825,97607.76021602566,48.9895164553234,97.90710281282604,0.00577796,11.5580000656,\x8e74da9bfc2c1aab9c4565d9b5560e51481fda7765ccad04508cc291fc9e42dd,6596,74,40
2021-07-15T01:11:31+00:00,1.2828506e+07,\x788220eff490ae723594e1a045b68f9f624f58d8,\x788220eff490ae723594e1a045b68f9f624f58d8,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,2.460152044467413,4824.74966679606,2.4494758227661695,4.8953551406413025,0.005340776559025917,10.886104860262526,\x0e8c8ccbf252380ac0ce6fa6c21d802c5590ea46da75bc319e5089ee3dc709a1,84,174,56
2021-07-16T09:08:51+00:00,1.2837005e+07,\x2d9796333d7a9007faa67006437b4c16ef8276e6,\x2d9796333d7a9007faa67006437b4c16ef8276e6,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,11.676410907267073,22721.71251518936,11.625558934597315,23.23422979613689,0.0065549479125,12.298721020828125,\xe8c480319272d9dea53a1aae4be22077026c424eb6f0013db36e6133db1624c2,427,120,44
2021-07-18T08:18:28+00:00,1.2849517e+07,\x0a81cd012c41aa46b18636d9c26da722ee245596,\x0a81cd012c41aa46b18636d9c26da722ee245596,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,4.231233430057848,8435.871983145187,4.029538644623825,8.237596346387482,0.002757417,5.42883016377,\xbbca2d2ec4901366beb27db2249e369657590bef89435c859ed2034ca0898543,20,85,139
2021-07-20T07:16:19+00:00,1.2862024e+07,\x7681c36da544f25aa37b14d799628530cb071322,\x7681c36da544f25aa37b14d799628530cb071322,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,-35.57598644422696,-64781.4748448815,-33.22836533431575,-68.6142530421713,0.004725547,8.35358570925,\x2dbb6a72880f2f226226dd24f886dd27c4f7f5ff15265d947a3a14b46a1272d0,71,347,142
2021-07-21T15:24:44+00:00,1.287056e+07,\xbb11f27141cccbc09db55ea8055468ca22b979a8,\xbb11f27141cccbc09db55ea8055468ca22b979a8,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,0.080311281889174,155.53678475592298,0.0999,0.17956588987530292,0.005126439,9.99025053003,\x168dc7b1ae08b3ad46c626e4c8efef89d7d4a000dca34ed5adc5c62808494289,563,243,160
2021-07-21T15:30:37+00:00,1.2870587e+07,\x04823fabfa7f0fa5bd84ea284701337ecd8af395,\x04823fabfa7f0fa5bd84ea284701337ecd8af395,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,17.219526469667663,33348.61203943315,21.419539744037973,38.50068783641238,0.004184207,8.15974759691,\xd97ba3809a5b4e518a9589bbf214611ec5fba0925ffe611fa27c682ffaf94d9c,1083,238,107
2021-07-22T00:47:54+00:00,1.28731e+07,\xb352eab4ae5864281b95cf1de234b9b8ca2c5b1c,\xb352eab4ae5864281b95cf1de234b9b8ca2c5b1c,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,9.842585195724608,20026.74722977669,12.243289335236401,22.006778223048347,0.00432777,8.6912008248,\xa3dede332e6fb33c9f82bfb9f037a11f64b584394b680b8e85928f4571b4d25a,629,50,48
2021-07-25T15:21:56+00:00,1.2896193e+07,\xcac59f91e4536bc0e79ab816a5cd54e89f10433c,\xcac59f91e4536bc0e79ab816a5cd54e89f10433c,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,3.5829394451357426,7881.920980468817,4.314049969675817,7.869341062794453,0.003308646,7.02680311542,\xbbf2e8ce86b9a8158df62e703d060355bfd4a8c3613b8dda70de314923552a87,2161,212,122
2021-07-29T09:15:40+00:00,1.2919868e+07,\xe99ccf02e3a3671ce4e3c176ca10a17c7c0dd2ce,\xe99ccf02e3a3671ce4e3c176ca10a17c7c0dd2ce,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,2.86857029759909,6726.40622609018,4.106718038442073,6.947332085748526,0.00300786,6.929146924799999,\x9ad87c5586bab83e44646f8db098a09b58b01cb0a350edd27603b9df0f4d5d5c,2918,134,243
2021-07-30T22:41:17+00:00,1.2929694e+07,\x4561b75e2ee833118a3e3887fb68dfeaadc79294,\x4561b75e2ee833118a3e3887fb68dfeaadc79294,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,4.345881895439645,10638.820034518578,6.194704568322632,10.49845365995067,0.004904806,11.956200345900001,\x6f61ec4083a7d33a36514b2c6b57583c1b3901506e667852ceb4cd341dd34f0a,218,203,102
2021-07-30T13:43:34+00:00,1.2927305e+07,\x86c305b24f3efdfd36b5b678f8bec15a6f35db8b,\x86c305b24f3efdfd36b5b678f8bec15a6f35db8b,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,0.3928668162629075,961.7471105556866,0.56,0.9490580195924168,0.00595242,13.9619368278,\xc07e8d43e60214608a581ffbb6bdfdb0cc54dc8a87a26833ddeed257c01cc42a,6,85,25
2021-07-31T18:35:59+00:00,1.2934962e+07,\x392789df9c8f8bbb84e77787f0c06581542a05bb,\x392789df9c8f8bbb84e77787f0c06581542a05bb,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,4.90219614643247,12270.811597536724,8.889320884285212,13.72636427425896,0.008447335,20.731702977050002,\xde98f9f01b96ac2aa858d3823fd437b900ce1c4d27a7430760fa61a5212d4da9,111,40,30
2021-07-31T18:30:12+00:00,1.2934935e+07,\x392789df9c8f8bbb84e77787f0c06581542a05bb,\x392789df9c8f8bbb84e77787f0c06581542a05bb,ePyvcrvSTETH-15OCT21,LPePyvcrvSTETH-15OCT21,37.54360184131379,93976.34266898067,72.14074402994274,109.15016352099416,0.010380429,25.457067883889998,\xd9071dc25f41d91476b6b3506405fe139528207e7bb2e70d769537d2a6b99f4e,109,202,111
