evt_block_time,evt_block_number,liquidity_provider,liquidityProvider,e_asset,lp_token,deposit_size_base,deposit_size_base_usd,deposit_size_e_asset,lp_tokens_acquired,tx_fee_eth,tx_fee_usd,evt_tx_hash,nonce,index,tx_index
2021-06-30T13:44:17+00:00,1.2735698e+07,\x6b3172128f2040e053f187cbf906282f3474caac,\x6b3172128f2040e053f187cbf906282f3474caac,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,10354.206948682906,10268.542986810777,10000,20267.677636860808,0.002225895,4.74798984765,\xdae77d795e90eef938c31d1450d1f1e21c38e89e60091312eef5e9e2bbda1d5e,27,315,233
2021-06-30T13:50:06+00:00,1.2735718e+07,\x6b3172128f2040e053f187cbf906282f3474caac,\x6b3172128f2040e053f187cbf906282f3474caac,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,20718.707777548,20547.294688946226,20002.044953127806,40547.69869771308,0.0030915,6.600939885000001,\x818581374cc1788dc05f2b700096a3ead161a2eabbd98e410d46bbed9f2541f0,34,6,4
2021-06-30T13:53:42+00:00,1.2735736e+07,\xdf9835dfd8de18fbcc8ce5ee327da455cb8a4921,\xdf9835dfd8de18fbcc8ce5ee327da455cb8a4921,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,2474.4268591916375,2453.9550636044214,2388.836108997692,4842.595195283219,0.002450895,5.2421702975999995,\x1c4f1058dbfb2b5af80105d6b98bee3c6d809414acd3c2fd2879226e17ecd376,25,237,163
2021-06-30T13:55:34+00:00,1.2735744e+07,\xdf9835dfd8de18fbcc8ce5ee327da455cb8a4921,\xdf9835dfd8de18fbcc8ce5ee327da455cb8a4921,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,-43.432555179534916,-43.07322251703852,-41.930217388928014,-84.99999999999997,0.002505312,5.35856173056,\x0722889ac291aef102441fb75552e6afb4935a3e540dc79a5e4fadcefd1b6002,26,73,35
2021-06-30T15:44:31+00:00,1.2736237e+07,\x621f2a5ef987e064e76da1eb378e7193cefc0baa,\x621f2a5ef987e064e76da1eb378e7193cefc0baa,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,248468.58595367026,246412.91876650197,239859.44179599205,486252.8199441688,0.0042902475,9.024835933575002,\x3e2b1d3e393e52aa9ab00f513e157d5ecfc44000d677c1486497b1096a031690,3233,115,68
2021-06-30T15:45:00+00:00,1.2736239e+07,\x14fe1c6adb626a8235b079d4ff66c6b0a3a2e68a,\x14fe1c6adb626a8235b079d4ff66c6b0a3a2e68a,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,507587.0057442293,503387.56158376724,489999.7132169111,993347.3560161447,0.004156348,8.74316896236,\x53f9fbf561d54d622e0195666a932770ddc7e5a2468cc0b3dcae3430e8bb66dd,1000,98,109
2021-06-30T15:48:31+00:00,1.2736254e+07,\x4dc0a0a41c21bf4bf32afdd48b39da2aacbdd23b,\x4dc0a0a41c21bf4bf32afdd48b39da2aacbdd23b,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,48999.66754364302,48594.27622077212,47253.23313205997,95844.23078761269,0.005265257,11.106901683789998,\x0cf4b0415c7368a0086c2b372f0a561d2672d9927687050693bf74068f1a4ec2,16,65,48
2021-06-30T15:51:22+00:00,1.2736267e+07,\x2ef86c90b2752b2582a58bf0a20b1027a02c8f11,\x2ef86c90b2752b2582a58bf0a20b1027a02c8f11,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,23403.676624509775,23210.04985309541,24757.92539862598,47936.725201122514,0.003871175,8.17146974875,\xb0ece2c3e38da074de660792428004ceb5b004ec39e3bd8ee9eacc9438520ba5,61,321,219
2021-06-30T15:51:39+00:00,1.2736268e+07,\xf10806c57b21f89a60ac5b743532fd3d4efce18a,\xf10806c57b21f89a60ac5b743532fd3d4efce18a,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,102854.37739817891,102003.42729572418,108806.02408766084,210672.11379538215,0.005398239,11.39487279315,\x4422fc8072e40cd7c945ceb014eae81680f067de8accfad0806d22ffb021f85b,2193,115,90
2021-06-30T15:51:39+00:00,1.2736268e+07,\xcbe203901e2f3ca910558efba39a48af89e3c558,\xcbe203901e2f3ca910558efba39a48af89e3c558,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,472649.92018073413,468739.52270250156,499999.707364195,968108.1183760773,0.00445749,9.409092766499999,\x253881a0a935ae18a280299137d38444ffdfe9848c2e3e1371bec871d0e2a79b,2020,145,117
2021-06-30T15:51:39+00:00,1.2736268e+07,\xbdcee5e6df63283fbf380c3193cd1e78a511d682,\xbdcee5e6df63283fbf380c3193cd1e78a511d682,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,460.49633021039324,456.68648361674207,487.1428524931074,943.2144526515556,0.004742515,10.01073778775,\x27b7711c3b0871a7b5e1a27adba8173c58e3d0cc2052ce54b13aab3971adeecd,740,164,130
2021-06-30T15:52:05+00:00,1.2736269e+07,\xc887fadc6baaa8cd234d9104a65b37265522b024,\xc887fadc6baaa8cd234d9104a65b37265522b024,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,21682.216378578152,21502.831847598303,22936.85322140911,44410.73361963485,0.003714575,7.84091063875,\x9395f6703ab56d631c2252f7f4e8d922d5fb9c2f6b2127974c27cabd44de2037,1223,243,124
2021-06-30T15:52:05+00:00,1.2736269e+07,\xf2327b04521589f505c7074c163805843a4bd6cd,\xf2327b04521589f505c7074c163805843a4bd6cd,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,14201.947646768722,14084.449985407266,15023.740329143982,29089.226987135447,0.003714575,7.84091063875,\xe64dc5b9971f71cc3fea0742378aaa8e7fe19d9e9828c2ecc3b4faf86fededa4,722,259,128
2021-06-30T15:52:05+00:00,1.2736269e+07,\x6d9a4667e14783282517d0e3ebecf29da808c6de,\x6d9a4667e14783282517d0e3ebecf29da808c6de,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,91945.63805307409,91184.93975222652,97266.05285868226,188328.22105293503,0.004089575,8.63247938875,\x3e79d02b5c33dddd3c8b0767f5d732d1016d6bb43239a154f87009413ea544d6,949,271,130
2021-06-30T15:52:25+00:00,1.2736271e+07,\x93617280d57564241b4ad4f4e09e02968f3f2d76,\x93617280d57564241b4ad4f4e09e02968f3f2d76,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,945.2975452181023,937.476769250158,999.996986777041,1936.2115357105788,0.003713375,7.83837761875,\x34c2213fe3f4b4cbcf8b680390a441e83926f9e25ad0346296032582995302aa,27,101,89
2021-06-30T15:53:40+00:00,1.2736281e+07,\xf10806c57b21f89a60ac5b743532fd3d4efce18a,\xf10806c57b21f89a60ac5b743532fd3d4efce18a,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,3691.3129088025385,3660.773390919135,3904.9099457907328,7560.75446518993,0.003811615,8.04574752275,\xfd4324ce2c7952b14a54f494b34f78b6b6e8cb27d1918ba123a48a98fe94bf68,2194,213,123
2021-06-30T15:53:40+00:00,1.2736281e+07,\x5be876ed0a9655133226be302ca6f5503e3da569,\x5be876ed0a9655133226be302ca6f5503e3da569,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,294932.77750871924,292492.6958749866,311999,604097.8832117761,0.00425191,8.975144223500001,\x60f50befd00c1109a52f4af3c93710232a679dfec8783e60f629c388ddba7ce4,2896,317,207
2021-06-30T15:56:59+00:00,1.2736291e+07,\xdb028a8fa0b75d12e0c4795674a9740dc5f067cb,\xdb028a8fa0b75d12e0c4795674a9740dc5f067cb,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,378086.2774373044,374958.2379249316,399985.2328201398,774438.3395923917,0.004026022,8.486733595339999,\x9d17b3554c419d01d906734d6e37228c2b6ac35dc3595da04e65ea40ea88bf6d,208,223,126
2021-06-30T15:58:36+00:00,1.2736299e+07,\x2ef86c90b2752b2582a58bf0a20b1027a02c8f11,\x2ef86c90b2752b2582a58bf0a20b1027a02c8f11,ePyvCurveLUSD-28SEP21,LPePyvCurveLUSD-28SEP21,449.56466441403745,445.8452593005131,475.4059542529313,920.653010917162,0.003892815,8.20593723555,\x6076ef9c1ff04262095908c042461d5326d20263445b21aa0217e56fb4fbd020,65,250,153
