evt_block_time,evt_block_number,liquidity_provider,liquidityProvider,e_asset,lp_token,deposit_size_base,deposit_size_base_usd,deposit_size_e_asset,lp_tokens_acquired,tx_fee_eth,tx_fee_usd,evt_tx_hash,nonce,index,tx_index
2021-08-31T18:55:09+00:00,1.3135049e+07,\x422494292e7a9dda8778bb4ea05c2779a3d60f5d,\x422494292e7a9dda8778bb4ea05c2779a3d60f5d,ePyvWBTC-26NOV21,LPePyvWBTC-26NOV21,0.0015,71.30427,0,0.0015,0.020051737,65.99066750174,\xfc4947d4c66b7a4762a411f78dd223cfb2cbb253c975cfed70511f4d1067e8a5,185,277,176
2021-09-01T04:44:07+00:00,1.3137736e+07,\xdf9835dfd8de18fbcc8ce5ee327da455cb8a4921,\xdf9835dfd8de18fbcc8ce5ee327da455cb8a4921,ePyvWBTC-26NOV21,LPePyvWBTC-26NOV21,0.00981363,462.74719847759997,0.00999932,0.01976933562536093,0.011778695233264252,39.95981251361064,\x0d01f2f6ede7d1c46da01b4666d0734a37e29e8a9a019ba7fc21db2c927c8f52,69,219,118
2021-09-01T08:33:39+00:00,1.3138715e+07,\x5e9681a6c549db1e6ccb5bfd9dfb44dbafea3d4d,\x5e9681a6c549db1e6ccb5bfd9dfb44dbafea3d4d,ePyvWBTC-26NOV21,LPePyvWBTC-26NOV21,2.61480657,124719.42259578659,2.66428319,5.267468681591706,0.015913381329443928,56.00985086380391,\x242f739db8f16c603b055539385c62bd27c49ff0204c61e5533275a149cf5d78,14,278,208
2021-09-01T21:57:14+00:00,1.3142305e+07,\x94349ab5dc28c6e9d05ee28593783d0b275a5ee3,\x94349ab5dc28c6e9d05ee28593783d0b275a5ee3,ePyvWBTC-26NOV21,LPePyvWBTC-26NOV21,3.50838225,170241.652478385,3.57476685,7.067556673963551,0.0237237311601926,89.06505494546468,\xd80dc4d79e4b9d784dfb82db3150f1531a127c806b433c173e40faae2ff6492d,9,232,120
2021-09-02T00:30:56+00:00,1.3143037e+07,\xb7fee4f0e877a348481355fff757d8a079a2a48b,\xb7fee4f0e877a348481355fff757d8a079a2a48b,ePyvWBTC-26NOV21,LPePyvWBTC-26NOV21,0.00954332,467.76640239919993,0.00972389,0.019224802245470785,0.013987048834175836,53.24869491170741,\x328a7759e6ddb8c87717d5331c0320a7401b76ff6d901a9cd8701a0eeed12b57,283,246,248
2021-09-02T14:42:54+00:00,1.3146878e+07,\x01fa2d4a142c28e4e734f8f829a538fc3566a2e5,\x01fa2d4a142c28e4e734f8f829a538fc3566a2e5,ePyvWBTC-26NOV21,LPePyvWBTC-26NOV21,0.72414972,36037.8828940788,0.73785187,1.4587832288043405,0.021082496,79.63765286527999,\x5fb30507858ec84ff39789a26ade2dabbadce3630160960e018231399422f9c8,418,33,42
2021-09-02T22:00:08+00:00,1.3148889e+07,\x80a0eee36d1c1c7b03cd1b7a0a65ae8cbea79832,\x80a0eee36d1c1c7b03cd1b7a0a65ae8cbea79832,ePyvWBTC-26NOV21,LPePyvWBTC-26NOV21,0.643846,32058.71483192,0.65602867,1.2970132050355654,0.013645245843848837,52.23290947058584,\x11f7bf38da3c6e9ca7fa1c42a3202e1d0ab5c9fa1a4612657991b743d412a441,6,330,281
2021-09-02T22:07:30+00:00,1.3148922e+07,\x5a207e62efa30ccc9079b487417883e568af8f00,\x5a207e62efa30ccc9079b487417883e568af8f00,ePyvWBTC-26NOV21,LPePyvWBTC-26NOV21,0.64166546,31863.951745772,0.65380687,1.2926205556427453,0.03765516546312973,144.05774306395006,\x84c8a9029644872dd1781679bb866f165686e4e23bed64c61946e8045bc06e79,8,235,91
2021-09-02T22:49:19+00:00,1.3149102e+07,\x470b39ddd995a14825223b637334422ef5099713,\x470b39ddd995a14825223b637334422ef5099713,ePyvWBTC-26NOV21,LPePyvWBTC-26NOV21,0.77166542,38471.456680642004,0.78626666,1.5545025504742183,0.01673686346395719,63.836238306513756,\x16c6dabbb400f16878a1b612c8355b02da16b08262a90a74ecf90001ca47653d,22,425,263
2021-09-08T22:26:33+00:00,1.3187814e+07,\xd88d27885ee1e31ab0394b30bef4bbab0b7c7b14,\xd88d27885ee1e31ab0394b30bef4bbab0b7c7b14,ePyvWBTC-26NOV21,LPePyvWBTC-26NOV21,1.96681956,91825.9668802824,1.97958872,3.937807340709077,0.022069975754471675,78.27094831347624,\xcbba058b9cfe0450d5b6f434301ce37c3c0997b061a85e4442ae38b4a4ffd51f,10,85,30
