evt_block_time,evt_block_number,liquidity_provider,liquidityProvider,e_asset,lp_token,deposit_size_base,deposit_size_base_usd,deposit_size_e_asset,lp_tokens_acquired,tx_fee_eth,tx_fee_usd,evt_tx_hash,nonce,index,tx_index
2021-09-28T14:58:09+00:00,1.3314897e+07,\x422494292e7a9dda8778bb4ea05c2779a3d60f5d,\x422494292e7a9dda8778bb4ea05c2779a3d60f5d,ePyvCurve-alUSD-28JAN22,LPePyvCurve-alUSD-28JAN22,9,8.892862593773181,0,9,0.017975244,51.586973003160004,\x608830adc3c31b18c3238bdc0c32c8c9ee7fea724641c4aa94910cad4c26f2f1,243,271,205
2021-09-29T00:12:51+00:00,1.3317397e+07,\xdb028a8fa0b75d12e0c4795674a9740dc5f067cb,\xdb028a8fa0b75d12e0c4795674a9740dc5f067cb,ePyvCurve-alUSD-28JAN22,LPePyvCurve-alUSD-28JAN22,387247.7384649878,382644.1535400356,397910,778227.5190349132,0.012008219257867232,33.61232660688875,\xdcd74158c009663661170c77cc34edda82139ec22120e544d8e18530f59ea18d,271,175,125
2021-09-29T15:46:50+00:00,1.3321555e+07,\x8046bc2af3556c8657995d5c268195286925c67c,\x8046bc2af3556c8657995d5c268195286925c67c,ePyvCurve-alUSD-28JAN22,LPePyvCurve-alUSD-28JAN22,113394.04555645949,112046.02188362335,65020.384565676846,177470.07364710385,0.01323442168319295,38.205525547691906,\x327527cc1ba694ab2d0668899c30f403f562cbed1c3da2ead73fe6232bfc2374,1439,26,22
2021-09-29T15:57:12+00:00,1.3321591e+07,\x8046bc2af3556c8657995d5c268195286925c67c,\x8046bc2af3556c8657995d5c268195286925c67c,ePyvCurve-alUSD-28JAN22,LPePyvCurve-alUSD-28JAN22,27314.76700644264,26990.050198236386,17851.737961788895,44891.53500598886,0.02158211042567203,62.19554164580591,\x587106dada5cd24f735ffc849c6851dc1ac63481bebd407e4a7917db322354b2,1442,175,102
2021-09-29T22:09:17+00:00,1.332329e+07,\xd88d27885ee1e31ab0394b30bef4bbab0b7c7b14,\xd88d27885ee1e31ab0394b30bef4bbab0b7c7b14,ePyvCurve-alUSD-28JAN22,LPePyvCurve-alUSD-28JAN22,49657.568350790265,49067.24125430252,32454.01645962566,81611.69624496489,0.010658920270649274,30.125945896152285,\xd45a161df50c77154481cc316c8c0f81c4643ca8bf0a133b7b4f84a7668326db,30,542,331
2021-09-30T00:18:31+00:00,1.3323836e+07,\xf10806c57b21f89a60ac5b743532fd3d4efce18a,\xf10806c57b21f89a60ac5b743532fd3d4efce18a,ePyvCurve-alUSD-28JAN22,LPePyvCurve-alUSD-28JAN22,290717.11350081005,287412.8108909086,190000,477790.5473066425,0.011394338222640623,32.5891746373389,\x3a585e82fbdeba751ec09ebe91bcb7b4bbe19a27c8b3de64e07750b107e08011,2363,187,110
2021-09-30T06:20:05+00:00,1.3325461e+07,\x01b4fae0b350af95d1bd8fb1341d9dce1a87a453,\x01b4fae0b350af95d1bd8fb1341d9dce1a87a453,ePyvCurve-alUSD-28JAN22,LPePyvCurve-alUSD-28JAN22,3807.5957426535547,3764.3184536133795,2488.4781717611527,6257.743934981022,0.0118489423646462,35.39302782204549,\x925451457ae632471e76f90bc610f4781258a06158823741972bab95c499062f,11,429,229
2021-09-30T06:20:42+00:00,1.3325464e+07,\x6d9a4667e14783282517d0e3ebecf29da808c6de,\x6d9a4667e14783282517d0e3ebecf29da808c6de,ePyvCurve-alUSD-28JAN22,LPePyvCurve-alUSD-28JAN22,171682.62406983227,169731.27233839352,112204.2599434974,282158.6040449495,0.011252678762489853,33.61197651713244,\xec5e64ed98b3ce7dc9739dd2fdbc60bfefa4fe509444a12e9b1bf0b39cc1f75c,1143,123,70
2021-09-30T09:52:59+00:00,1.3326376e+07,\xd2c0c1146009a1a2021b46c074bed3939dee3d87,\xd2c0c1146009a1a2021b46c074bed3939dee3d87,ePyvCurve-alUSD-28JAN22,LPePyvCurve-alUSD-28JAN22,189.731168811055,187.57467658143509,124,311.8211992948614,0.00727715996559828,21.703474652999965,\xca1d957763f901d2f205767c21d3307be461cd379259e49bec1d121212da6c56,766,516,320
2021-09-30T10:25:37+00:00,1.3326523e+07,\xb6eed6a26510c91f4e73f541a0a572fa3ba4930e,\xb6eed6a26510c91f4e73f541a0a572fa3ba4930e,ePyvCurve-alUSD-28JAN22,LPePyvCurve-alUSD-28JAN22,189.731168811055,187.57467658143509,124,311.8211992948614,0.009336969217445772,27.949470394886525,\xca98f7dc23d18b21073c54ed9221dc6e2638b5fa5a7bf47e8836894aee815f3b,30,286,181
