evt_block_time,evt_block_number,liquidity_provider,liquidityProvider,e_asset,lp_token,deposit_size_base,deposit_size_base_usd,deposit_size_e_asset,lp_tokens_acquired,tx_fee_eth,tx_fee_usd,evt_tx_hash,nonce,index,tx_index
2021-07-21T01:10:39+00:00,1.2866797e+07,\x422494292e7a9dda8778bb4ea05c2779a3d60f5d,\x422494292e7a9dda8778bb4ea05c2779a3d60f5d,ePyvDAI-16OCT21,LPePyvDAI-16OCT21,0.5,0.5003645,0,0.5,0.002941051,5.23542370612,\xc63dd9fe3963a439b9732f4a3577a79cdb12201c3363f31c7c6d3330ea8a16bb,134,206,125
2021-07-21T01:41:58+00:00,1.2866945e+07,\x997ffcaa155fccd6f9ed7ea6ae45abd9b0f9a3c6,\x997ffcaa155fccd6f9ed7ea6ae45abd9b0f9a3c6,ePyvDAI-16OCT21,LPePyvDAI-16OCT21,5.882080942912091,5.890486436579511,5.9999681132654255,11.844696764908047,0.002443635,4.34368339425,\x130f436f59d1477eaef825471b5d3afb808560223ebe25b0d6c65435d450e84e,29,260,144
2021-07-21T12:57:29+00:00,1.2869926e+07,\x6b3172128f2040e053f187cbf906282f3474caac,\x6b3172128f2040e053f187cbf906282f3474caac,ePyvDAI-16OCT21,LPePyvDAI-16OCT21,294.09015243800474,295.5620736509569,299.9842324814753,592.2068585899445,0.002612826,4.973827830119999,\x3a39cab7f1c6c32044ad434e3181993391600a7742bcc017e4cbb0e2cbb289d1,107,107,53
2021-07-21T15:06:30+00:00,1.2870481e+07,\xbbe5abd668c2179b0d7c4532ff1a689b3aa11aae,\xbbe5abd668c2179b0d7c4532ff1a689b3aa11aae,ePyvDAI-16OCT21,LPePyvDAI-16OCT21,49014.06739179912,49583.46381268965,49996.39486542722,98699.21395253818,0.00493697,9.594853085899999,\x73f448b90c1b0a6c33e6adbbb44a8ba1e7b75e75cf8932c5ade474742fa8e5c2,5,181,56
2021-07-21T17:24:28+00:00,1.2871124e+07,\xcbe203901e2f3ca910558efba39a48af89e3c558,\xcbe203901e2f3ca910558efba39a48af89e3c558,ePyvDAI-16OCT21,LPePyvDAI-16OCT21,147040.40885101253,147116.28170197963,149987.35533054557,296094.0306554319,0.005082175,10.01467994625,\xea02edac6f11e923f808b34f03b0d3284d2e9479064b875911d4c560d4bd5a18,2115,71,35
2021-07-21T17:44:19+00:00,1.2871204e+07,\xb46ae97180cb65b7589d58a258b26917ffccc688,\xb46ae97180cb65b7589d58a258b26917ffccc688,ePyvDAI-16OCT21,LPePyvDAI-16OCT21,1470.4040885101253,1474.3977060145187,1499.8735533054557,2960.940306554319,0.0035127994,6.920601225934,\xea0f3152ae65816bd4a53dc54ad2e2099d76b87c1d3c1798280e07ff056a81f0,4,149,106
2021-07-21T19:58:51+00:00,1.2871787e+07,\x43436c54d4d1b5c3bef23b58176b922bcb73fb9a,\x43436c54d4d1b5c3bef23b58176b922bcb73fb9a,ePyvDAI-16OCT21,LPePyvDAI-16OCT21,7351.937205879083,7341.651845728058,7499.282861647533,14804.533919788415,0.003122633525,6.071586173339501,\x7b6e5cc3f69353fbdebd75d493d7d3fb6339acae3825e12da7b6cfa61ee5e20b,586,174,68
2021-07-21T20:51:34+00:00,1.2872022e+07,\xae883b12d9fbc702869c13d7876a69cbbf05efad,\xae883b12d9fbc702869c13d7876a69cbbf05efad,ePyvDAI-16OCT21,LPePyvDAI-16OCT21,2156.774474483634,2152.752090088722,2200,4343.078561565172,0.002721853,5.29571885239,\x31007fc989ad3c0741007769adfd7799db89f1cb3ee0c3572cf240d952d7faff,18,162,150
2021-07-21T21:45:09+00:00,1.2872274e+07,\xa0cf2260ca43252a3620e80a5cfe40968f042634,\xa0cf2260ca43252a3620e80a5cfe40968f042634,ePyvDAI-16OCT21,LPePyvDAI-16OCT21,2450.612323160905,2450.0584847758705,2499.726872112933,4934.777358200929,0.003483768,6.8234125178400005,\xcdddf5e568ec7a0852a1ebd1aeb7e84b273d6516527d4613342146ca4ee07e56,79,7,12
2021-07-22T00:43:57+00:00,1.2873079e+07,\x0a8f4e308b17f836eab6493f42e48ac07d30946d,\x0a8f4e308b17f836eab6493f42e48ac07d30946d,ePyvDAI-16OCT21,LPePyvDAI-16OCT21,5030.371994138376,5051.720892881499,4401.362306889589,9405.731776954688,0.004959549,9.97558726311,\x994027de2cfde89032b3f4d2698baa829a8046f7c1a7b0f4fd2315692ae8d79f,365,233,113
